titulo,formato,precio,precio_unitario,categoria,fecha_extraccion
Toallitas bebé frescas & perfumadas Deliplus,Paquete 80 ud.,1.05,No disponible,Bebé - Toallitas y pañales,2025-06-07
Toallitas bebé frescas & perfumadas Deliplus,Paquete 24 ud.,0.75,No disponible,Bebé - Toallitas y pañales,2025-06-07
Toallitas infantiles cara y manos Deliplus,Paquete 20 ud.,0.75,No disponible,Bebé - Toallitas y pañales,2025-06-07
Toallitas bebé pieles con tendencia atópica Deliplus,Paquete 60 ud.,1.70,No disponible,Bebé - Toallitas y pañales,2025-06-07
Toallitas bebé Aqua Deliplus,Paquete 60 ud.,1.70,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 1 de 2-4 kg Deliplus,Paquete 30 ud.,6.60,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 1 de 2-5 kg Dodot,Paquete 58 ud.,16.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 2 de 3-6 kg Deliplus,Paquete 42 ud.,7.15,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 2 de 4-8 kg Dodot,Paquete 58 ud.,16.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 3 de 6-10 kg Dodot,Paquete 56 ud.,17.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 3 de 4-10 kg Deliplus,Paquete 45 ud.,6.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 4 de 9-15 kg Deliplus,3 paquetes x 34 ud.,17.25,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 4 de 9-15 kg Deliplus,Paquete 34 ud.,5.85,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 4 de 9-14 kg Dodot,Paquete 58 ud.,17.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 5 de 13-18 kg Deliplus,3 paquetes x 30 ud.,17.85,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 5 de 13-18 kg Deliplus,Paquete 30 ud.,6.05,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 5 de 11-16 kg Dodot,Paquete 54 ud.,17.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 6 de 17-28 kg Deliplus,Paquete 22 ud.,6.30,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañales bebé talla 6 de 13-18 kg Dodot,Paquete 48 ud.,17.95,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañal bañador desechable talla S Deliplus de 8-14 kg,Paquete 12 ud.,5.50,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañal bañador desechable talla M Deliplus de 12-18 kg,Paquete 12 ud.,5.50,No disponible,Bebé - Toallitas y pañales,2025-06-07
Cambiador multiusos desechable Deliplus,Paquete 10 ud.,4.15,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañal bebé braguita talla L de 12-18 kg Deliplus,Paquete 24 ud.,7.40,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañal bebé braguita talla XL de 16-28 kg Deliplus,Paquete 22 ud.,7.40,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañal junior braguita noche infantil de 17-30 kg Deliplus,Paquete 16 ud.,10.65,No disponible,Bebé - Toallitas y pañales,2025-06-07
Pañal junior braguita noche infantil de 27-57 kg Deliplus,Paquete 13 ud.,10.65,No disponible,Bebé - Toallitas y pañales,2025-06-07
Cerveza Clásica Steinburg,12 latas x 330 ml,3.72,0.03,Bodega - Cerveza,2025-06-07
Cerveza Clásica Steinburg,Lata 330 ml,0.31,0.94,Bodega - Cerveza,2025-06-07
Cerveza Heineken,8 latas x 330 ml,5.52,0.09,Bodega - Cerveza,2025-06-07
Cerveza Heineken,Lata 330 ml,0.86,2.61,Bodega - Cerveza,2025-06-07
Cerveza Amstel,12 latas x 330 ml,6.00,0.04,Bodega - Cerveza,2025-06-07
Cerveza Amstel,Lata 330 ml,0.50,1.52,Bodega - Cerveza,2025-06-07
Cerveza especial Mahou,10 latas x 330 ml,8.30,0.08,Bodega - Cerveza,2025-06-07
Cerveza especial Mahou,Lata 330 ml,0.85,2.58,Bodega - Cerveza,2025-06-07
Cerveza clásica Mahou,12 latas x 330 ml,6.60,0.05,Bodega - Cerveza,2025-06-07
Cerveza clásica Mahou,Lata 330 ml,0.77,2.33,Bodega - Cerveza,2025-06-07
Cerveza doble malta Voll-Damm,6 latas x 330 ml,4.74,0.13,Bodega - Cerveza,2025-06-07
Cerveza doble malta Voll-Damm,Lata 330 ml,1.02,3.09,Bodega - Cerveza,2025-06-07
Cerveza Suave Steinburg,12 latas x 330 ml,3.60,0.03,Bodega - Cerveza,2025-06-07
Cerveza Suave Steinburg,Lata 330 ml,0.30,0.91,Bodega - Cerveza,2025-06-07
Cerveza especial San Miguel,12 latas x 330 ml,6.00,0.04,Bodega - Cerveza,2025-06-07
Cerveza especial San Miguel,Lata 330 ml,0.74,2.24,Bodega - Cerveza,2025-06-07
Cerveza especial Steinburg,12 latas x 330 ml,4.08,0.03,Bodega - Cerveza,2025-06-07
Cerveza especial Steinburg,Lata 330 ml,0.34,1.03,Bodega - Cerveza,2025-06-07
Cerveza Pils Krombacher,6 latas x 330 ml,3.90,0.11,Bodega - Cerveza,2025-06-07
Cerveza Pils Krombacher,Lata 330 ml,0.65,1.97,Bodega - Cerveza,2025-06-07
Cerveza doble malta 1897,6 latas x 330 ml,3.18,0.09,Bodega - Cerveza,2025-06-07
Cerveza doble malta 1897,Lata 330 ml,0.53,1.61,Bodega - Cerveza,2025-06-07
Cerveza tostada Turia,12 latas x 330 ml,8.04,0.06,Bodega - Cerveza,2025-06-07
Cerveza tostada Turia,Lata 330 ml,0.84,2.55,Bodega - Cerveza,2025-06-07
Cerveza tostada 1897,6 latas x 330 ml,3.00,0.08,Bodega - Cerveza,2025-06-07
Cerveza tostada 1897,Lata 330 ml,0.50,1.52,Bodega - Cerveza,2025-06-07
Cerveza especial sin gluten Falke,8 latas x 330 ml,4.00,0.06,Bodega - Cerveza,2025-06-07
Cerveza especial sin gluten Falke,Lata 330 ml,0.50,1.52,Bodega - Cerveza,2025-06-07
Cerveza Amstel,6 botellas x 1 L,10.26,1.71,Bodega - Cerveza,2025-06-07
Cerveza Amstel,Botella 1 L,1.72,1.72,Bodega - Cerveza,2025-06-07
Cerveza Amstel,12 botellines x 250 ml,5.40,21.60,Bodega - Cerveza,2025-06-07
Cerveza Amstel,Botellín 250 ml,0.52,2.08,Bodega - Cerveza,2025-06-07
Cerveza Clásica Steinburg,6 botellas x 1 L,5.40,0.90,Bodega - Cerveza,2025-06-07
Cerveza Clásica Steinburg,Botella 1 L,0.90,0.90,Bodega - Cerveza,2025-06-07
Cerveza Clásica Steinburg,12 botellines x 250 ml,3.96,15.84,Bodega - Cerveza,2025-06-07
Cerveza Clásica Steinburg,Botellín 250 ml,0.33,1.32,Bodega - Cerveza,2025-06-07
Cerveza reserva 1925 Alhambra,6 botellines x 330 ml,7.98,24.18,Bodega - Cerveza,2025-06-07
Cerveza reserva 1925 Alhambra,Botellín 330 ml,1.49,4.52,Bodega - Cerveza,2025-06-07
Cerveza Heineken,6 botellines x 250 ml,3.72,14.88,Bodega - Cerveza,2025-06-07
Cerveza Heineken,Botellín 250 ml,0.70,2.80,Bodega - Cerveza,2025-06-07
Cerveza tostada Turia,12 botellines x 250 ml,7.80,31.20,Bodega - Cerveza,2025-06-07
Cerveza tostada Turia,Botellín 250 ml,0.65,2.60,Bodega - Cerveza,2025-06-07
Cerveza El Águila sin filtrar,6 botellines x 330 ml,5.34,16.18,Bodega - Cerveza,2025-06-07
Cerveza El Águila sin filtrar,Botellín 330 ml,0.99,3.00,Bodega - Cerveza,2025-06-07
Cerveza especial Estrella Galicia,12 botellines x 250 ml,8.04,32.16,Bodega - Cerveza,2025-06-07
Cerveza especial Estrella Galicia,Botellín 250 ml,0.68,2.72,Bodega - Cerveza,2025-06-07
Cerveza extra 1906 reserva especial,6 botellines x 330 ml,6.48,19.64,Bodega - Cerveza,2025-06-07
Cerveza extra 1906 reserva especial,Botellín 330 ml,1.24,3.76,Bodega - Cerveza,2025-06-07
Cerveza especial mini Mahou,12 botellines x 200 ml,5.88,29.40,Bodega - Cerveza,2025-06-07
Cerveza especial mini Mahou,Botellín 200 ml,0.59,2.95,Bodega - Cerveza,2025-06-07
Cerveza especial 18/70 La Rubia,6 botellines x 250 ml,4.74,18.96,Bodega - Cerveza,2025-06-07
Cerveza especial 18/70 La Rubia,Botellín 250 ml,0.89,3.56,Bodega - Cerveza,2025-06-07
Cerveza de trigo Paulaner,6 botellines x 330 ml,7.38,22.36,Bodega - Cerveza,2025-06-07
Cerveza de trigo Paulaner,Botellín 330 ml,1.29,3.91,Bodega - Cerveza,2025-06-07
Cerveza especial Steinburg,12 botellines x 250 ml,4.68,18.72,Bodega - Cerveza,2025-06-07
Cerveza especial Steinburg,Botellín 250 ml,0.39,1.56,Bodega - Cerveza,2025-06-07
Cerveza Corona,6 botellines x 355 ml,7.92,22.31,Bodega - Cerveza,2025-06-07
Cerveza Corona,Botellín 355 ml,1.50,4.23,Bodega - Cerveza,2025-06-07
Cerveza Radler Steinburg con zumo natural de limón,12 latas x 330 ml,4.92,0.03,Bodega - Cerveza,2025-06-07
Cerveza Radler Steinburg con zumo natural de limón,Lata 330 ml,0.41,1.24,Bodega - Cerveza,2025-06-07
Bebida cider con gas Wild panther sabor a manzana,12 botellines x 200 ml,9.00,45.00,Bodega - Cerveza,2025-06-07
Bebida cider con gas Wild panther sabor manzana,Botellín 200 ml,0.75,3.75,Bodega - Cerveza,2025-06-07
Cerveza Shandy Steinburg sabor limón,12 latas x 330 ml,4.20,0.03,Bodega - Cerveza,2025-06-07
Cerveza Shandy Steinburg sabor limón,Lata 330 ml,0.35,1.06,Bodega - Cerveza,2025-06-07
Cerveza con aguardiente de agave Desperados,6 botellines x 250 ml,5.10,20.40,Bodega - Cerveza,2025-06-07
Cerveza con aguardiente de agave Desperados,Botellín 250 ml,1.03,4.12,Bodega - Cerveza,2025-06-07
"Cerveza Radler Falke 0,0% sin alcohol",8 latas x 330 ml,3.60,0.06,Bodega - Cerveza,2025-06-07
"Cerveza Radler Falke 0,0% sin alcohol",Lata 330 ml,0.45,1.36,Bodega - Cerveza,2025-06-07
"Cerveza 0,0% sin alcohol San Miguel",6 botellines x 250 ml,3.30,13.20,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol San Miguel",Botellín 250 ml,0.56,2.24,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol Falke",6 botellines x 250 ml,2.16,8.64,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol Falke",Botellín 250 ml,0.36,1.44,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol tostada Mahou",6 botellines x 330 ml,6.90,20.91,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol tostada Mahou",Botellín 330 ml,1.15,3.48,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol tostada Falke",6 botellines x 250 ml,3.00,12.00,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol tostada Falke",Botellín 250 ml,0.50,2.00,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol El Águila sin filtrar",6 botellines x 330 ml,5.10,15.45,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol El Águila sin filtrar",Botellín 330 ml,0.85,2.58,Bodega - Cerveza sin alcohol,2025-06-07
Cerveza sin alcohol Falke,12 latas x 330 ml,4.32,0.03,Bodega - Cerveza sin alcohol,2025-06-07
Cerveza sin alcohol Falke,Lata 330 ml,0.36,1.09,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol Falke",12 latas x 330 ml,4.32,0.03,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol Falke",Lata 330 ml,0.36,1.09,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol tostada Falke",8 latas x 330 ml,3.68,0.06,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza 0,0% sin alcohol tostada Falke",Lata 330 ml,0.46,1.39,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza sin gluten Mahou 0,0% sin alcohol tostada",8 latas x 330 ml,6.32,0.10,Bodega - Cerveza sin alcohol,2025-06-07
"Cerveza sin gluten Mahou 0,0% sin alcohol tostada",Lata 330 ml,0.80,2.42,Bodega - Cerveza sin alcohol,2025-06-07
Vermouth rojo Maronti reserva,Botella 1 L,2.70,2.70,Bodega - Licores,2025-06-07
Vermouth blanco Maronti,Botella 1 L,2.80,2.80,Bodega - Licores,2025-06-07
Vermouth blanco Martini,Botella 1 L,10.30,10.30,Bodega - Licores,2025-06-07
Vermouth rojo Martini,Botella 1 L,10.30,10.30,Bodega - Licores,2025-06-07
Aperitivo Aperol,Botella 700 ml,13.65,19.50,Bodega - Licores,2025-06-07
Bitter Campari,Botella 700 ml,15.50,22.14,Bodega - Licores,2025-06-07
Aperitivo de café Cerol,Botella 1 L,6.25,6.25,Bodega - Licores,2025-06-07
Ginebra London Dry Gin Larios,Botella 1 L,12.15,12.15,Bodega - Licores,2025-06-07
Ginebra London Dry Gin Beefeater,Botella 700 ml,12.95,18.50,Bodega - Licores,2025-06-07
Ginebra Dry Gin Seagram's,Botella 700 ml,15.95,22.79,Bodega - Licores,2025-06-07
Ginebra London Dry Gin Tanqueray,Botella 700 ml,13.95,19.93,Bodega - Licores,2025-06-07
Ginebra strawberry Gin Glivery,Botella 700 ml,6.90,9.86,Bodega - Licores,2025-06-07
Ginebra sweet Gin Exotic Glivery,Botella 700 ml,6.90,9.86,Bodega - Licores,2025-06-07
Ginebra London Dry Gin Kingerly & Sons,Botella 700 ml,6.25,8.93,Bodega - Licores,2025-06-07
Ginebra natural & soft 1185,Botella 700 ml,6.25,8.93,Bodega - Licores,2025-06-07
Ginebra sabor melón Gin Glivery,Botella 700 ml,6.90,9.86,Bodega - Licores,2025-06-07
Bebida espirituosa centenario Terry,Botella 1 L,8.75,8.75,Bodega - Licores,2025-06-07
Brandy de Jerez solera reserva Convidado de Baco,Botella 700 ml,6.20,8.86,Bodega - Licores,2025-06-07
Brandy de Jerez solera gran reserva Convidado de Baco,Botella 700 ml,10.20,14.57,Bodega - Licores,2025-06-07
Bebida espirituosa Convidado de Baco,Botella 700 ml,4.50,6.43,Bodega - Licores,2025-06-07
Whisky escocés Cutty Sark,Botella 700 ml,11.95,17.07,Bodega - Licores,2025-06-07
Whisky escocés Ballantine's,Botella 700 ml,12.70,18.14,Bodega - Licores,2025-06-07
Whisky escocés Red Label Johnnie Walker,Botella 700 ml,13.95,19.93,Bodega - Licores,2025-06-07
Whisky escocés J&B,Botella 700 ml,11.95,17.07,Bodega - Licores,2025-06-07
Whisky escocés James Webb,Botella 700 ml,6.15,8.79,Bodega - Licores,2025-06-07
Whisky escocés Black Label Johnnie Walker,Botella 700 ml,26.95,38.50,Bodega - Licores,2025-06-07
Whisky escocés Grand Old Parr 12 años,Botella 1 L,22.00,22.00,Bodega - Licores,2025-06-07
Ron añejo Negrita,Botella 700 ml,9.50,13.57,Bodega - Licores,2025-06-07
Ron blanco superior La Recompensa,Botella 700 ml,5.50,7.86,Bodega - Licores,2025-06-07
Ron dominicano añejo Ron Barceló,Botella 700 ml,15.45,22.07,Bodega - Licores,2025-06-07
Ron caribeño sabor coco Malibu,Botella 700 ml,12.70,18.14,Bodega - Licores,2025-06-07
Piña colada Pi.omka,Botella 700 ml,6.00,8.57,Bodega - Licores,2025-06-07
Ron añejo La Recompensa,Botella 700 ml,6.05,8.64,Bodega - Licores,2025-06-07
Ron viejo La Recompensa,Botella 700 ml,8.50,12.14,Bodega - Licores,2025-06-07
Bebida preparada de ron sabor mojito La Recompensa Ice,Botellín 275 ml,1.30,4.73,Bodega - Licores,2025-06-07
Licor crema Royal Swan,Botella 700 ml,5.85,8.36,Bodega - Licores,2025-06-07
Licor crema de arroz Royal Swan,Botella 700 ml,6.50,9.29,Bodega - Licores,2025-06-07
Licor crema de fresa Royal Swan,Botella 700 ml,6.50,9.29,Bodega - Licores,2025-06-07
Licor crema Puente Pazos,Botella 700 ml,6.35,9.07,Bodega - Licores,2025-06-07
Licor crema de sandía Royal Swan,Botella 700 ml,6.00,8.57,Bodega - Licores,2025-06-07
Licor de chicle Royal Swan,Botella 700 ml,6.00,8.57,Bodega - Licores,2025-06-07
Vodka Knebep,Botella 1 L,6.70,6.70,Bodega - Licores,2025-06-07
Anís seco Cassalla Cerveró,Botella 1 L,11.75,11.75,Bodega - Licores,2025-06-07
Anís seco Tenis,Botella 1 L,12.30,12.30,Bodega - Licores,2025-06-07
Licor de anís dulce Dama Mayor,Botella 700 ml,5.50,7.86,Bodega - Licores,2025-06-07
Licor de anís Ricard Pastis de Marseille,Botella 700 ml,12.70,18.14,Bodega - Licores,2025-06-07
Anís seco Limiñana,Botella 1 L,10.20,10.20,Bodega - Licores,2025-06-07
Licor de hierbas Puente Pazos,Botella 700 ml,6.10,8.71,Bodega - Licores,2025-06-07
Licor de limoncello Franzini,Botella 700 ml,6.85,9.79,Bodega - Licores,2025-06-07
Licor de hierbas Jägermeister,Botella 700 ml,14.40,20.57,Bodega - Licores,2025-06-07
Licor dulce Amaretto Del Patriarca,Botella 700 ml,4.90,7.00,Bodega - Licores,2025-06-07
Pacharán Oibar,Botella 1 L,7.25,7.25,Bodega - Licores,2025-06-07
Tequila reposado Olmeca,Botella 700 ml,12.50,17.86,Bodega - Licores,2025-06-07
Licor mora sin alcohol Pi.omka,Botella 700 ml,2.80,4.00,Bodega - Licores,2025-06-07
Sidra asturiana El Mayu,Botella 750 ml,1.60,2.13,Bodega - Sidra y cava,2025-06-07
Sidra asturiana El Mayu,12 botellines x 250 ml,10.80,43.20,Bodega - Sidra y cava,2025-06-07
Sidra asturiana El Mayu,Botellín 250 ml,0.90,3.60,Bodega - Sidra y cava,2025-06-07
Sidra natural Polían,Botella 700 ml,2.10,3.00,Bodega - Sidra y cava,2025-06-07
Bebida zumo de manzana El Lagar sin alcohol,Botella 750 ml,2.40,3.20,Bodega - Sidra y cava,2025-06-07
Cava brut Cabré & Sabaté,Botella 750 ml,3.20,4.27,Bodega - Sidra y cava,2025-06-07
Cava brut Cabré & Sabaté,Benjamín 200 ml,1.75,8.75,Bodega - Sidra y cava,2025-06-07
Cava brut Señorío De Requena,Botella 750 ml,3.55,4.73,Bodega - Sidra y cava,2025-06-07
Cava brut nature Jaume Serra,Botella 750 ml,3.95,5.27,Bodega - Sidra y cava,2025-06-07
Cava brut Anna Codorníu,Botella 750 ml,8.95,11.93,Bodega - Sidra y cava,2025-06-07
Cava brut nature reserva vintage Cabré & Sabaté,Botella 750 ml,4.45,5.93,Bodega - Sidra y cava,2025-06-07
Cava semi seco Cabré & Sabaté,Botella 750 ml,3.20,4.27,Bodega - Sidra y cava,2025-06-07
Cava semi seco Freixenet,Botella 750 ml,7.05,9.40,Bodega - Sidra y cava,2025-06-07
Cava semi seco Señorío De Requena,Botella 750 ml,3.55,4.73,Bodega - Sidra y cava,2025-06-07
Cava semi seco Cabré & Sabaté Ice,Botella 750 ml,4.10,5.47,Bodega - Sidra y cava,2025-06-07
Vino espumoso Viña Secret Brut,Botella 750 ml,2.50,3.33,Bodega - Sidra y cava,2025-06-07
Sangría Casón Histórico,"Botella 1,5 L",1.60,0.32,Bodega - Tinto de verano y sangría,2025-06-07
Tinto de verano limón Sandevid,"Botella 1,5 L",1.99,0.40,Bodega - Tinto de verano y sangría,2025-06-07
Tinto de verano zero limón Casón Histórico,"Botella 1,5 L",0.90,0.18,Bodega - Tinto de verano y sangría,2025-06-07
Sangría Don Simón,"Botella 1,5 L",1.95,0.39,Bodega - Tinto de verano y sangría,2025-06-07
"Tinto de verano 0,0% sin alcohol limón Don Simón","Botella 1,5 L",1.40,0.28,Bodega - Tinto de verano y sangría,2025-06-07
Tinto de verano limón Don Simón,"Botella 1,5 L",1.50,0.30,Bodega - Tinto de verano y sangría,2025-06-07
Tinto de verano limón Casón Histórico,"Botella 1,5 L",1.00,0.20,Bodega - Tinto de verano y sangría,2025-06-07
Tinto de verano Casón Histórico,"Botella 1,5 L",1.00,0.20,Bodega - Tinto de verano y sangría,2025-06-07
Vino blanco Casón Histórico,Brick 1 L,0.90,0.90,Bodega - Vino blanco,2025-06-07
Vino blanco Don Simón chardonnay airén,3 mini bricks x 250 ml,1.60,6.40,Bodega - Vino blanco,2025-06-07
Vino blanco Don Simón,Brick 1 L,1.60,1.60,Bodega - Vino blanco,2025-06-07
Vino blanco Marina Alta D.O Alicante,Botella 750 ml,4.95,6.60,Bodega - Vino blanco,2025-06-07
Vino blanco D.O La Mancha Fidencio,Botella 750 ml,1.45,1.93,Bodega - Vino blanco,2025-06-07
Vino blanco D.O Alicante Bahía de Dénia,Botella 750 ml,4.90,6.53,Bodega - Vino blanco,2025-06-07
Vino blanco D.O Rioja El Coto,Botella 750 ml,4.25,5.67,Bodega - Vino blanco,2025-06-07
Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Botella 750 ml,6.00,8.00,Bodega - Vino blanco,2025-06-07
Vino blanco D.O Valencia Finca La Malcriada dulce,Botella 750 ml,2.65,3.53,Bodega - Vino blanco,2025-06-07
Vino blanco D.O Somontano Atardecer Chardonnay,Botella 750 ml,3.60,4.80,Bodega - Vino blanco,2025-06-07
Vino blanco viura y tempranillo D.O Rioja Ponce de Albayda,Botella 750 ml,3.60,4.80,Bodega - Vino blanco,2025-06-07
Vino blanco Chardonnay Mar de Uvas,Botella 750 ml,2.50,3.33,Bodega - Vino blanco,2025-06-07
Vino blanco verdejo D.O Rueda Arribeño,Botella 750 ml,2.00,2.67,Bodega - Vino blanco,2025-06-07
Vino blanco verdejo D.O Rueda Abadía Mantrús,Botella 750 ml,2.30,3.07,Bodega - Vino blanco,2025-06-07
Vino blanco D.O Rueda Abadía Mantrús Sauvignon Blanc,Botella 750 ml,3.40,4.53,Bodega - Vino blanco,2025-06-07
Vino blanco verdejo D.O Rueda Condado de Teón,Botella 750 ml,3.90,5.20,Bodega - Vino blanco,2025-06-07
Vino blanco suave y afrutado El Pescaito,Botella 750 ml,2.15,2.87,Bodega - Vino blanco,2025-06-07
Vino blanco semidulce Diamante D.O Rioja,Botella 750 ml,4.20,5.60,Bodega - Vino blanco,2025-06-07
Vino blanco semidulce Finca La Distinguida,Botella 750 ml,2.15,2.87,Bodega - Vino blanco,2025-06-07
Mistela dulce de moscatel Mig Segle D.O Valencia,Botella 750 ml,3.60,4.80,Bodega - Vino blanco,2025-06-07
